#
# Wed Jul 27 13:12:09 2016
# File generated by /Users/haimes/Projects/Cart3D/Cart3D/bin/aero_getResults.pl
#
# Adaptation results
#
# (1)Cycle (2)Cells (3)1/2*log10(Cells) (4)J_H  (5)J_cor  (6)Error_Indicator  (7)Error_Indicator/TOL  (8)TOL  (9)2|J_H-J_cor|
0            8152            1.9556321e+00  5.8059361e-02  5.9148184e-02  1.0295917e-02  1.0295917e+05  1.00e-07  2.1776461e-03
1            8943            1.9757416e+00  5.8169845e-02  5.8844619e-02  1.0855139e-02  1.0855139e+05  1.00e-07  1.3495463e-03
2            14108           2.0747327e+00  7.2127396e-02  7.0607569e-02  8.1562242e-03  8.1562242e+04  1.00e-07  3.0396543e-03
3            29901           2.2378429e+00  7.0330387e-02  6.8253536e-02  6.2510013e-03  6.2510013e+04  1.00e-07  4.1537026e-03
4            64934           2.4062361e+00  6.8288468e-02  6.6868918e-02  4.2120176e-03  4.2120176e+04  1.00e-07  2.8391010e-03
5            151180          2.5897472e+00  6.3749942e-02  6.2841357e-02  3.0722031e-03  3.0722031e+04  1.00e-07  1.8171685e-03
6            324743          2.7557699e+00  6.1784925e-02  6.1233036e-02  2.1072875e-03  2.1072875e+04  1.00e-07  1.1037768e-03
7            715792          2.9273934e+00  6.0802095e-02  6.0471236e-02  1.4130596e-03  1.4130596e+04  1.00e-07  6.6171734e-04
8            1543156         3.0942049e+00  6.0473752e-02  6.0240215e-02  9.0109273e-04  9.0109273e+03  1.00e-07  4.6707300e-04
